bounds,GT_AHNSUB
"(86000, 401250, 87000, 402500)",43GZ2_17
"(87000, 401250, 88000, 402500)",43GZ2_18
"(88000, 401250, 89000, 402500)",43GZ2_19
"(89000, 401250, 90000, 402500)",43GZ2_20
"(85000, 400000, 86000, 401250)",43GZ2_21
"(86000, 400000, 87000, 401250)",43GZ2_22
"(87000, 400000, 88000, 401250)",43GZ2_23
"(88000, 400000, 89000, 401250)",43GZ2_24
"(89000, 400000, 90000, 401250)",43GZ2_25
"(85000, 380000, 86000, 381250)",49GZ2_01
"(86000, 380000, 87000, 381250)",49GZ2_02
"(87000, 380000, 88000, 381250)",49GZ2_03
"(88000, 380000, 89000, 381250)",49GZ2_04
"(89000, 380000, 90000, 381250)",49GZ2_05
"(85000, 378750, 86000, 380000)",49GZ2_06
"(86000, 378750, 87000, 380000)",49GZ2_07
"(87000, 378750, 88000, 380000)",49GZ2_08
"(88000, 378750, 89000, 380000)",49GZ2_09
"(89000, 378750, 90000, 380000)",49GZ2_10
"(85000, 377500, 86000, 378750)",49GZ2_11
"(86000, 377500, 87000, 378750)",49GZ2_12
"(87000, 377500, 88000, 378750)",49GZ2_13
"(88000, 377500, 89000, 378750)",49GZ2_14
"(89000, 377500, 90000, 378750)",49GZ2_15
"(85000, 376250, 86000, 377500)",49GZ2_16
"(86000, 376250, 87000, 377500)",49GZ2_17
"(87000, 376250, 88000, 377500)",49GZ2_18
"(88000, 376250, 89000, 377500)",49GZ2_19
"(89000, 376250, 90000, 377500)",49GZ2_20
"(85000, 375000, 86000, 376250)",49GZ2_21
"(86000, 375000, 87000, 376250)",49GZ2_22
"(87000, 375000, 88000, 376250)",49GZ2_23
"(88000, 375000, 89000, 376250)",49GZ2_24
"(89000, 375000, 90000, 376250)",49GZ2_25
"(85000, 355000, 86000, 356250)",55GZ2_01
"(86000, 355000, 87000, 356250)",55GZ2_02
"(87000, 355000, 88000, 356250)",55GZ2_03
"(88000, 355000, 89000, 356250)",55GZ2_04
"(89000, 355000, 90000, 356250)",55GZ2_05
"(85000, 353750, 86000, 355000)",55GZ2_06
"(86000, 353750, 87000, 355000)",55GZ2_07
"(87000, 353750, 88000, 355000)",55GZ2_08
"(88000, 353750, 89000, 355000)",55GZ2_09
"(89000, 353750, 90000, 355000)",55GZ2_10
"(105000, 555000, 106000, 556250)",09CZ2_01
"(106000, 555000, 107000, 556250)",09CZ2_02
"(107000, 555000, 108000, 556250)",09CZ2_03
"(108000, 555000, 109000, 556250)",09CZ2_04
"(109000, 555000, 110000, 556250)",09CZ2_05
"(105000, 553750, 106000, 555000)",09CZ2_06
"(106000, 553750, 107000, 555000)",09CZ2_07
"(107000, 553750, 108000, 555000)",09CZ2_08
"(108000, 553750, 109000, 555000)",09CZ2_09
"(109000, 553750, 110000, 555000)",09CZ2_10
"(105000, 552500, 106000, 553750)",09CZ2_11
"(106000, 552500, 107000, 553750)",09CZ2_12
"(107000, 552500, 108000, 553750)",09CZ2_13
"(108000, 552500, 109000, 553750)",09CZ2_14
"(109000, 552500, 110000, 553750)",09CZ2_15
"(105000, 551250, 106000, 552500)",09CZ2_16
"(106000, 551250, 107000, 552500)",09CZ2_17
"(107000, 551250, 108000, 552500)",09CZ2_18
"(108000, 551250, 109000, 552500)",09CZ2_19
"(109000, 551250, 110000, 552500)",09CZ2_20
"(105000, 550000, 106000, 551250)",09CZ2_21
"(106000, 550000, 107000, 551250)",09CZ2_22
"(107000, 550000, 108000, 551250)",09CZ2_23
"(108000, 550000, 109000, 551250)",09CZ2_24
"(109000, 550000, 110000, 551250)",09CZ2_25
"(105000, 530000, 106000, 531250)",14CZ2_01
"(106000, 530000, 107000, 531250)",14CZ2_02
"(107000, 530000, 108000, 531250)",14CZ2_03
"(108000, 530000, 109000, 531250)",14CZ2_04
"(109000, 530000, 110000, 531250)",14CZ2_05
"(105000, 528750, 106000, 530000)",14CZ2_06
"(106000, 528750, 107000, 530000)",14CZ2_07
"(107000, 528750, 108000, 530000)",14CZ2_08
"(108000, 528750, 109000, 530000)",14CZ2_09
"(109000, 528750, 110000, 530000)",14CZ2_10
"(105000, 527500, 106000, 528750)",14CZ2_11
"(106000, 527500, 107000, 528750)",14CZ2_12
"(107000, 527500, 108000, 528750)",14CZ2_13
"(108000, 527500, 109000, 528750)",14CZ2_14
"(109000, 527500, 110000, 528750)",14CZ2_15
"(105000, 526250, 106000, 527500)",14CZ2_16
"(106000, 526250, 107000, 527500)",14CZ2_17
"(107000, 526250, 108000, 527500)",14CZ2_18
"(108000, 526250, 109000, 527500)",14CZ2_19
"(109000, 526250, 110000, 527500)",14CZ2_20
"(105000, 525000, 106000, 526250)",14CZ2_21
"(106000, 525000, 107000, 526250)",14CZ2_22
"(107000, 525000, 108000, 526250)",14CZ2_23
"(108000, 525000, 109000, 526250)",14CZ2_24
"(109000, 525000, 110000, 526250)",14CZ2_25
"(105000, 505000, 106000, 506250)",19CZ2_01
"(106000, 505000, 107000, 506250)",19CZ2_02
"(107000, 505000, 108000, 506250)",19CZ2_03
"(108000, 505000, 109000, 506250)",19CZ2_04
"(109000, 505000, 110000, 506250)",19CZ2_05
"(105000, 503750, 106000, 505000)",19CZ2_06
"(106000, 503750, 107000, 505000)",19CZ2_07
"(107000, 503750, 108000, 505000)",19CZ2_08
"(108000, 503750, 109000, 505000)",19CZ2_09
"(109000, 503750, 110000, 505000)",19CZ2_10
"(105000, 502500, 106000, 503750)",19CZ2_11
"(106000, 502500, 107000, 503750)",19CZ2_12
"(107000, 502500, 108000, 503750)",19CZ2_13
"(108000, 502500, 109000, 503750)",19CZ2_14
"(109000, 502500, 110000, 503750)",19CZ2_15
"(105000, 501250, 106000, 502500)",19CZ2_16
"(106000, 501250, 107000, 502500)",19CZ2_17
"(107000, 501250, 108000, 502500)",19CZ2_18
"(108000, 501250, 109000, 502500)",19CZ2_19
"(109000, 501250, 110000, 502500)",19CZ2_20
"(105000, 500000, 106000, 501250)",19CZ2_21
"(106000, 500000, 107000, 501250)",19CZ2_22
"(107000, 500000, 108000, 501250)",19CZ2_23
"(108000, 500000, 109000, 501250)",19CZ2_24
"(109000, 500000, 110000, 501250)",19CZ2_25
"(105000, 480000, 106000, 481250)",25CZ2_01
"(106000, 480000, 107000, 481250)",25CZ2_02
"(107000, 480000, 108000, 481250)",25CZ2_03
"(108000, 480000, 109000, 481250)",25CZ2_04
"(109000, 480000, 110000, 481250)",25CZ2_05
"(105000, 478750, 106000, 480000)",25CZ2_06
"(106000, 478750, 107000, 480000)",25CZ2_07
"(107000, 478750, 108000, 480000)",25CZ2_08
"(108000, 478750, 109000, 480000)",25CZ2_09
"(109000, 478750, 110000, 480000)",25CZ2_10
"(105000, 477500, 106000, 478750)",25CZ2_11
"(106000, 477500, 107000, 478750)",25CZ2_12
"(107000, 477500, 108000, 478750)",25CZ2_13
"(108000, 477500, 109000, 478750)",25CZ2_14
"(109000, 477500, 110000, 478750)",25CZ2_15
"(105000, 476250, 106000, 477500)",25CZ2_16
"(106000, 476250, 107000, 477500)",25CZ2_17
"(107000, 476250, 108000, 477500)",25CZ2_18
"(108000, 476250, 109000, 477500)",25CZ2_19
"(109000, 476250, 110000, 477500)",25CZ2_20
"(105000, 475000, 106000, 476250)",25CZ2_21
"(106000, 475000, 107000, 476250)",25CZ2_22
"(107000, 475000, 108000, 476250)",25CZ2_23
"(108000, 475000, 109000, 476250)",25CZ2_24
"(109000, 475000, 110000, 476250)",25CZ2_25
"(105000, 455000, 106000, 456250)",31CZ2_01
"(106000, 455000, 107000, 456250)",31CZ2_02
"(107000, 455000, 108000, 456250)",31CZ2_03
"(108000, 455000, 109000, 456250)",31CZ2_04
"(109000, 455000, 110000, 456250)",31CZ2_05
"(105000, 453750, 106000, 455000)",31CZ2_06
"(106000, 453750, 107000, 455000)",31CZ2_07
"(107000, 453750, 108000, 455000)",31CZ2_08
"(108000, 453750, 109000, 455000)",31CZ2_09
"(109000, 453750, 110000, 455000)",31CZ2_10
"(105000, 452500, 106000, 453750)",31CZ2_11
"(106000, 452500, 107000, 453750)",31CZ2_12
"(107000, 452500, 108000, 453750)",31CZ2_13
"(108000, 452500, 109000, 453750)",31CZ2_14
"(109000, 452500, 110000, 453750)",31CZ2_15
"(105000, 451250, 106000, 452500)",31CZ2_16
"(106000, 451250, 107000, 452500)",31CZ2_17
"(107000, 451250, 108000, 452500)",31CZ2_18
"(108000, 451250, 109000, 452500)",31CZ2_19
"(109000, 451250, 110000, 452500)",31CZ2_20
"(105000, 450000, 106000, 451250)",31CZ2_21
"(106000, 450000, 107000, 451250)",31CZ2_22
"(107000, 450000, 108000, 451250)",31CZ2_23
"(108000, 450000, 109000, 451250)",31CZ2_24
"(109000, 450000, 110000, 451250)",31CZ2_25
"(105000, 430000, 106000, 431250)",38CZ2_01
"(106000, 430000, 107000, 431250)",38CZ2_02
"(107000, 430000, 108000, 431250)",38CZ2_03
"(108000, 430000, 109000, 431250)",38CZ2_04
"(109000, 430000, 110000, 431250)",38CZ2_05
"(105000, 428750, 106000, 430000)",38CZ2_06
"(106000, 428750, 107000, 430000)",38CZ2_07
"(107000, 428750, 108000, 430000)",38CZ2_08
"(108000, 428750, 109000, 430000)",38CZ2_09
"(109000, 428750, 110000, 430000)",38CZ2_10
"(105000, 427500, 106000, 428750)",38CZ2_11
"(106000, 427500, 107000, 428750)",38CZ2_12
"(107000, 427500, 108000, 428750)",38CZ2_13
"(108000, 427500, 109000, 428750)",38CZ2_14
"(109000, 427500, 110000, 428750)",38CZ2_15
"(105000, 426250, 106000, 427500)",38CZ2_16
"(106000, 426250, 107000, 427500)",38CZ2_17
"(107000, 426250, 108000, 427500)",38CZ2_18
"(108000, 426250, 109000, 427500)",38CZ2_19
"(109000, 426250, 110000, 427500)",38CZ2_20
"(105000, 425000, 106000, 426250)",38CZ2_21
"(106000, 425000, 107000, 426250)",38CZ2_22
"(107000, 425000, 108000, 426250)",38CZ2_23
"(108000, 425000, 109000, 426250)",38CZ2_24
"(109000, 425000, 110000, 426250)",38CZ2_25
"(105000, 405000, 106000, 406250)",44CZ2_01
"(106000, 405000, 107000, 406250)",44CZ2_02
"(107000, 405000, 108000, 406250)",44CZ2_03
"(108000, 405000, 109000, 406250)",44CZ2_04
"(109000, 405000, 110000, 406250)",44CZ2_05
"(105000, 403750, 106000, 405000)",44CZ2_06
"(106000, 403750, 107000, 405000)",44CZ2_07
"(107000, 403750, 108000, 405000)",44CZ2_08
"(108000, 403750, 109000, 405000)",44CZ2_09
"(109000, 403750, 110000, 405000)",44CZ2_10
"(105000, 402500, 106000, 403750)",44CZ2_11
"(106000, 402500, 107000, 403750)",44CZ2_12
"(107000, 402500, 108000, 403750)",44CZ2_13
"(108000, 402500, 109000, 403750)",44CZ2_14
"(109000, 402500, 110000, 403750)",44CZ2_15
"(105000, 401250, 106000, 402500)",44CZ2_16
"(106000, 401250, 107000, 402500)",44CZ2_17
"(107000, 401250, 108000, 402500)",44CZ2_18
"(108000, 401250, 109000, 402500)",44CZ2_19
"(109000, 401250, 110000, 402500)",44CZ2_20
"(105000, 400000, 106000, 401250)",44CZ2_21
"(106000, 400000, 107000, 401250)",44CZ2_22
"(107000, 400000, 108000, 401250)",44CZ2_23
"(108000, 400000, 109000, 401250)",44CZ2_24
"(109000, 400000, 110000, 401250)",44CZ2_25
"(105000, 380000, 106000, 381250)",50CZ2_01
"(106000, 380000, 107000, 381250)",50CZ2_02
"(107000, 380000, 108000, 381250)",50CZ2_03
"(108000, 380000, 109000, 381250)",50CZ2_04
"(109000, 380000, 110000, 381250)",50CZ2_05
"(105000, 378750, 106000, 380000)",50CZ2_06
"(106000, 378750, 107000, 380000)",50CZ2_07
"(107000, 378750, 108000, 380000)",50CZ2_08
"(108000, 378750, 109000, 380000)",50CZ2_09
"(109000, 378750, 110000, 380000)",50CZ2_10
"(105000, 377500, 106000, 378750)",50CZ2_11
"(106000, 377500, 107000, 378750)",50CZ2_12
"(107000, 377500, 108000, 378750)",50CZ2_13
"(108000, 377500, 109000, 378750)",50CZ2_14
"(109000, 377500, 110000, 378750)",50CZ2_15
"(105000, 376250, 106000, 377500)",50CZ2_16
"(106000, 376250, 107000, 377500)",50CZ2_17
"(107000, 376250, 108000, 377500)",50CZ2_18
"(108000, 376250, 109000, 377500)",50CZ2_19
"(109000, 376250, 110000, 377500)",50CZ2_20
"(105000, 375000, 106000, 376250)",50CZ2_21
"(106000, 375000, 107000, 376250)",50CZ2_22
"(107000, 375000, 108000, 376250)",50CZ2_23
"(108000, 375000, 109000, 376250)",50CZ2_24
"(109000, 375000, 110000, 376250)",50CZ2_25
"(105000, 355000, 106000, 356250)",56CZ2_01
"(106000, 355000, 107000, 356250)",56CZ2_02
"(107000, 355000, 108000, 356250)",56CZ2_03
"(108000, 355000, 109000, 356250)",56CZ2_04
"(109000, 355000, 110000, 356250)",56CZ2_05
"(105000, 353750, 106000, 355000)",56CZ2_06
"(106000, 353750, 107000, 355000)",56CZ2_07
"(107000, 353750, 108000, 355000)",56CZ2_08
"(108000, 353750, 109000, 355000)",56CZ2_09
"(109000, 353750, 110000, 355000)",56CZ2_10
"(125000, 580000, 126000, 581250)",04GZ2_01
"(126000, 580000, 127000, 581250)",04GZ2_02
"(127000, 580000, 128000, 581250)",04GZ2_03
"(128000, 580000, 129000, 581250)",04GZ2_04
"(129000, 580000, 130000, 581250)",04GZ2_05
"(125000, 578750, 126000, 580000)",04GZ2_06
"(126000, 578750, 127000, 580000)",04GZ2_07
"(127000, 578750, 128000, 580000)",04GZ2_08
"(128000, 578750, 129000, 580000)",04GZ2_09
"(129000, 578750, 130000, 580000)",04GZ2_10
"(125000, 577500, 126000, 578750)",04GZ2_11
"(126000, 577500, 127000, 578750)",04GZ2_12
"(127000, 577500, 128000, 578750)",04GZ2_13
"(128000, 577500, 129000, 578750)",04GZ2_14
"(129000, 577500, 130000, 578750)",04GZ2_15
"(125000, 576250, 126000, 577500)",04GZ2_16
"(126000, 576250, 127000, 577500)",04GZ2_17
"(127000, 576250, 128000, 577500)",04GZ2_18
"(128000, 576250, 129000, 577500)",04GZ2_19
"(129000, 576250, 130000, 577500)",04GZ2_20
"(125000, 575000, 126000, 576250)",04GZ2_21
"(126000, 575000, 127000, 576250)",04GZ2_22
"(127000, 575000, 128000, 576250)",04GZ2_23
"(128000, 575000, 129000, 576250)",04GZ2_24
"(129000, 575000, 130000, 576250)",04GZ2_25
"(125000, 555000, 126000, 556250)",09GZ2_01
"(126000, 555000, 127000, 556250)",09GZ2_02
"(127000, 555000, 128000, 556250)",09GZ2_03
"(128000, 555000, 129000, 556250)",09GZ2_04
"(129000, 555000, 130000, 556250)",09GZ2_05
"(125000, 553750, 126000, 555000)",09GZ2_06
"(126000, 553750, 127000, 555000)",09GZ2_07
"(127000, 553750, 128000, 555000)",09GZ2_08
"(128000, 553750, 129000, 555000)",09GZ2_09
"(129000, 553750, 130000, 555000)",09GZ2_10
"(125000, 552500, 126000, 553750)",09GZ2_11
"(126000, 552500, 127000, 553750)",09GZ2_12
"(127000, 552500, 128000, 553750)",09GZ2_13
"(128000, 552500, 129000, 553750)",09GZ2_14
"(129000, 552500, 130000, 553750)",09GZ2_15
"(125000, 551250, 126000, 552500)",09GZ2_16
"(126000, 551250, 127000, 552500)",09GZ2_17
"(127000, 551250, 128000, 552500)",09GZ2_18
"(128000, 551250, 129000, 552500)",09GZ2_19
"(129000, 551250, 130000, 552500)",09GZ2_20
"(125000, 550000, 126000, 551250)",09GZ2_21
"(126000, 550000, 127000, 551250)",09GZ2_22
"(127000, 550000, 128000, 551250)",09GZ2_23
"(128000, 550000, 129000, 551250)",09GZ2_24
"(129000, 550000, 130000, 551250)",09GZ2_25
"(125000, 530000, 126000, 531250)",14GZ2_01
"(126000, 530000, 127000, 531250)",14GZ2_02
"(127000, 530000, 128000, 531250)",14GZ2_03
"(128000, 530000, 129000, 531250)",14GZ2_04
"(129000, 530000, 130000, 531250)",14GZ2_05
"(125000, 528750, 126000, 530000)",14GZ2_06
"(126000, 528750, 127000, 530000)",14GZ2_07
"(127000, 528750, 128000, 530000)",14GZ2_08
"(128000, 528750, 129000, 530000)",14GZ2_09
"(129000, 528750, 130000, 530000)",14GZ2_10
"(125000, 527500, 126000, 528750)",14GZ2_11
"(126000, 527500, 127000, 528750)",14GZ2_12
"(127000, 527500, 128000, 528750)",14GZ2_13
"(128000, 527500, 129000, 528750)",14GZ2_14
"(129000, 527500, 130000, 528750)",14GZ2_15
"(125000, 526250, 126000, 527500)",14GZ2_16
"(126000, 526250, 127000, 527500)",14GZ2_17
"(127000, 526250, 128000, 527500)",14GZ2_18
"(128000, 526250, 129000, 527500)",14GZ2_19
"(129000, 526250, 130000, 527500)",14GZ2_20
"(125000, 525000, 126000, 526250)",14GZ2_21
"(126000, 525000, 127000, 526250)",14GZ2_22
"(127000, 525000, 128000, 526250)",14GZ2_23
"(128000, 525000, 129000, 526250)",14GZ2_24
"(129000, 525000, 130000, 526250)",14GZ2_25
"(125000, 505000, 126000, 506250)",19GZ2_01
"(126000, 505000, 127000, 506250)",19GZ2_02
"(127000, 505000, 128000, 506250)",19GZ2_03
"(128000, 505000, 129000, 506250)",19GZ2_04
"(129000, 505000, 130000, 506250)",19GZ2_05
"(125000, 503750, 126000, 505000)",19GZ2_06
"(126000, 503750, 127000, 505000)",19GZ2_07
"(127000, 503750, 128000, 505000)",19GZ2_08
"(128000, 503750, 129000, 505000)",19GZ2_09
"(129000, 503750, 130000, 505000)",19GZ2_10
"(125000, 502500, 126000, 503750)",19GZ2_11
"(126000, 502500, 127000, 503750)",19GZ2_12
"(127000, 502500, 128000, 503750)",19GZ2_13
"(128000, 502500, 129000, 503750)",19GZ2_14
"(129000, 502500, 130000, 503750)",19GZ2_15
"(125000, 501250, 126000, 502500)",19GZ2_16
"(126000, 501250, 127000, 502500)",19GZ2_17
"(127000, 501250, 128000, 502500)",19GZ2_18
"(128000, 501250, 129000, 502500)",19GZ2_19
"(129000, 501250, 130000, 502500)",19GZ2_20
"(125000, 500000, 126000, 501250)",19GZ2_21
"(126000, 500000, 127000, 501250)",19GZ2_22
"(127000, 500000, 128000, 501250)",19GZ2_23
"(128000, 500000, 129000, 501250)",19GZ2_24
"(129000, 500000, 130000, 501250)",19GZ2_25
"(125000, 480000, 126000, 481250)",25GZ2_01
"(126000, 480000, 127000, 481250)",25GZ2_02
"(127000, 480000, 128000, 481250)",25GZ2_03
"(128000, 480000, 129000, 481250)",25GZ2_04
"(129000, 480000, 130000, 481250)",25GZ2_05
"(125000, 478750, 126000, 480000)",25GZ2_06
"(126000, 478750, 127000, 480000)",25GZ2_07
"(127000, 478750, 128000, 480000)",25GZ2_08
"(128000, 478750, 129000, 480000)",25GZ2_09
"(129000, 478750, 130000, 480000)",25GZ2_10
"(125000, 477500, 126000, 478750)",25GZ2_11
"(126000, 477500, 127000, 478750)",25GZ2_12
"(127000, 477500, 128000, 478750)",25GZ2_13
"(128000, 477500, 129000, 478750)",25GZ2_14
"(129000, 477500, 130000, 478750)",25GZ2_15
"(125000, 476250, 126000, 477500)",25GZ2_16
"(126000, 476250, 127000, 477500)",25GZ2_17
"(127000, 476250, 128000, 477500)",25GZ2_18
"(128000, 476250, 129000, 477500)",25GZ2_19
"(129000, 476250, 130000, 477500)",25GZ2_20
"(125000, 475000, 126000, 476250)",25GZ2_21
"(126000, 475000, 127000, 476250)",25GZ2_22
"(127000, 475000, 128000, 476250)",25GZ2_23
"(128000, 475000, 129000, 476250)",25GZ2_24
"(129000, 475000, 130000, 476250)",25GZ2_25
"(125000, 455000, 126000, 456250)",31GZ2_01
"(126000, 455000, 127000, 456250)",31GZ2_02
"(127000, 455000, 128000, 456250)",31GZ2_03
"(128000, 455000, 129000, 456250)",31GZ2_04
"(129000, 455000, 130000, 456250)",31GZ2_05
"(125000, 453750, 126000, 455000)",31GZ2_06
"(126000, 453750, 127000, 455000)",31GZ2_07
"(127000, 453750, 128000, 455000)",31GZ2_08
"(128000, 453750, 129000, 455000)",31GZ2_09
"(129000, 453750, 130000, 455000)",31GZ2_10
"(125000, 452500, 126000, 453750)",31GZ2_11
"(126000, 452500, 127000, 453750)",31GZ2_12
"(127000, 452500, 128000, 453750)",31GZ2_13
"(128000, 452500, 129000, 453750)",31GZ2_14
"(129000, 452500, 130000, 453750)",31GZ2_15
"(125000, 451250, 126000, 452500)",31GZ2_16
"(126000, 451250, 127000, 452500)",31GZ2_17
"(127000, 451250, 128000, 452500)",31GZ2_18
"(128000, 451250, 129000, 452500)",31GZ2_19
"(129000, 451250, 130000, 452500)",31GZ2_20
"(125000, 450000, 126000, 451250)",31GZ2_21
"(126000, 450000, 127000, 451250)",31GZ2_22
"(127000, 450000, 128000, 451250)",31GZ2_23
"(128000, 450000, 129000, 451250)",31GZ2_24
"(129000, 450000, 130000, 451250)",31GZ2_25
"(125000, 430000, 126000, 431250)",38GZ2_01
"(126000, 430000, 127000, 431250)",38GZ2_02
"(127000, 430000, 128000, 431250)",38GZ2_03
"(128000, 430000, 129000, 431250)",38GZ2_04
"(129000, 430000, 130000, 431250)",38GZ2_05
"(125000, 428750, 126000, 430000)",38GZ2_06
"(126000, 428750, 127000, 430000)",38GZ2_07
"(127000, 428750, 128000, 430000)",38GZ2_08
"(128000, 428750, 129000, 430000)",38GZ2_09
"(129000, 428750, 130000, 430000)",38GZ2_10
"(125000, 427500, 126000, 428750)",38GZ2_11
"(126000, 427500, 127000, 428750)",38GZ2_12
"(127000, 427500, 128000, 428750)",38GZ2_13
"(128000, 427500, 129000, 428750)",38GZ2_14
"(129000, 427500, 130000, 428750)",38GZ2_15
"(125000, 426250, 126000, 427500)",38GZ2_16
"(126000, 426250, 127000, 427500)",38GZ2_17
"(127000, 426250, 128000, 427500)",38GZ2_18
"(128000, 426250, 129000, 427500)",38GZ2_19
"(129000, 426250, 130000, 427500)",38GZ2_20
"(125000, 425000, 126000, 426250)",38GZ2_21
"(126000, 425000, 127000, 426250)",38GZ2_22
"(127000, 425000, 128000, 426250)",38GZ2_23
"(128000, 425000, 129000, 426250)",38GZ2_24
"(129000, 425000, 130000, 426250)",38GZ2_25
"(125000, 405000, 126000, 406250)",44GZ2_01
"(126000, 405000, 127000, 406250)",44GZ2_02
"(127000, 405000, 128000, 406250)",44GZ2_03
"(128000, 405000, 129000, 406250)",44GZ2_04
"(129000, 405000, 130000, 406250)",44GZ2_05
"(125000, 403750, 126000, 405000)",44GZ2_06
"(126000, 403750, 127000, 405000)",44GZ2_07
"(127000, 403750, 128000, 405000)",44GZ2_08
"(128000, 403750, 129000, 405000)",44GZ2_09
"(129000, 403750, 130000, 405000)",44GZ2_10
"(125000, 402500, 126000, 403750)",44GZ2_11
"(126000, 402500, 127000, 403750)",44GZ2_12
"(127000, 402500, 128000, 403750)",44GZ2_13
"(128000, 402500, 129000, 403750)",44GZ2_14
"(129000, 402500, 130000, 403750)",44GZ2_15
"(125000, 401250, 126000, 402500)",44GZ2_16
"(126000, 401250, 127000, 402500)",44GZ2_17
"(127000, 401250, 128000, 402500)",44GZ2_18
"(128000, 401250, 129000, 402500)",44GZ2_19
"(129000, 401250, 130000, 402500)",44GZ2_20
"(125000, 400000, 126000, 401250)",44GZ2_21
"(126000, 400000, 127000, 401250)",44GZ2_22
"(127000, 400000, 128000, 401250)",44GZ2_23
"(128000, 400000, 129000, 401250)",44GZ2_24
"(129000, 400000, 130000, 401250)",44GZ2_25
"(125000, 380000, 126000, 381250)",50GZ2_01
"(126000, 380000, 127000, 381250)",50GZ2_02
"(127000, 380000, 128000, 381250)",50GZ2_03
"(128000, 380000, 129000, 381250)",50GZ2_04
"(129000, 380000, 130000, 381250)",50GZ2_05
"(125000, 378750, 126000, 380000)",50GZ2_06
"(126000, 378750, 127000, 380000)",50GZ2_07
"(127000, 378750, 128000, 380000)",50GZ2_08
"(128000, 378750, 129000, 380000)",50GZ2_09
"(129000, 378750, 130000, 380000)",50GZ2_10
"(125000, 377500, 126000, 378750)",50GZ2_11
"(126000, 377500, 127000, 378750)",50GZ2_12
"(127000, 377500, 128000, 378750)",50GZ2_13
"(128000, 377500, 129000, 378750)",50GZ2_14
"(129000, 377500, 130000, 378750)",50GZ2_15
"(125000, 376250, 126000, 377500)",50GZ2_16
"(126000, 376250, 127000, 377500)",50GZ2_17
"(127000, 376250, 128000, 377500)",50GZ2_18
"(128000, 376250, 129000, 377500)",50GZ2_19
"(129000, 376250, 130000, 377500)",50GZ2_20
"(125000, 375000, 126000, 376250)",50GZ2_21
"(126000, 375000, 127000, 376250)",50GZ2_22
"(127000, 375000, 128000, 376250)",50GZ2_23
"(128000, 375000, 129000, 376250)",50GZ2_24
"(129000, 375000, 130000, 376250)",50GZ2_25
"(125000, 355000, 126000, 356250)",56GZ2_01
"(126000, 355000, 127000, 356250)",56GZ2_02
"(127000, 355000, 128000, 356250)",56GZ2_03
"(128000, 355000, 129000, 356250)",56GZ2_04
"(129000, 355000, 130000, 356250)",56GZ2_05
"(125000, 353750, 126000, 355000)",56GZ2_06
"(126000, 353750, 127000, 355000)",56GZ2_07
"(127000, 353750, 128000, 355000)",56GZ2_08
"(128000, 353750, 129000, 355000)",56GZ2_09
"(129000, 353750, 130000, 355000)",56GZ2_10
"(145000, 605000, 146000, 606250)",01CZ2_01
"(146000, 605000, 147000, 606250)",01CZ2_02
"(147000, 605000, 148000, 606250)",01CZ2_03
"(148000, 605000, 149000, 606250)",01CZ2_04
"(149000, 605000, 150000, 606250)",01CZ2_05
"(145000, 603750, 146000, 605000)",01CZ2_06
"(146000, 603750, 147000, 605000)",01CZ2_07
"(147000, 603750, 148000, 605000)",01CZ2_08
"(148000, 603750, 149000, 605000)",01CZ2_09
"(149000, 603750, 150000, 605000)",01CZ2_10
"(145000, 602500, 146000, 603750)",01CZ2_11
"(146000, 602500, 147000, 603750)",01CZ2_12
"(147000, 602500, 148000, 603750)",01CZ2_13
"(148000, 602500, 149000, 603750)",01CZ2_14
"(149000, 602500, 150000, 603750)",01CZ2_15
"(145000, 601250, 146000, 602500)",01CZ2_16
"(146000, 601250, 147000, 602500)",01CZ2_17
"(147000, 601250, 148000, 602500)",01CZ2_18
"(148000, 601250, 149000, 602500)",01CZ2_19
"(149000, 601250, 150000, 602500)",01CZ2_20
"(145000, 600000, 146000, 601250)",01CZ2_21
"(146000, 600000, 147000, 601250)",01CZ2_22
"(147000, 600000, 148000, 601250)",01CZ2_23
"(148000, 600000, 149000, 601250)",01CZ2_24
"(149000, 600000, 150000, 601250)",01CZ2_25
"(145000, 580000, 146000, 581250)",05CZ2_01
"(146000, 580000, 147000, 581250)",05CZ2_02
"(147000, 580000, 148000, 581250)",05CZ2_03
"(148000, 580000, 149000, 581250)",05CZ2_04
"(149000, 580000, 150000, 581250)",05CZ2_05
"(145000, 578750, 146000, 580000)",05CZ2_06
"(146000, 578750, 147000, 580000)",05CZ2_07
"(147000, 578750, 148000, 580000)",05CZ2_08
"(148000, 578750, 149000, 580000)",05CZ2_09
"(149000, 578750, 150000, 580000)",05CZ2_10
"(145000, 577500, 146000, 578750)",05CZ2_11
"(146000, 577500, 147000, 578750)",05CZ2_12
"(147000, 577500, 148000, 578750)",05CZ2_13
"(148000, 577500, 149000, 578750)",05CZ2_14
"(149000, 577500, 150000, 578750)",05CZ2_15
"(145000, 576250, 146000, 577500)",05CZ2_16
"(146000, 576250, 147000, 577500)",05CZ2_17
"(147000, 576250, 148000, 577500)",05CZ2_18
"(148000, 576250, 149000, 577500)",05CZ2_19
"(149000, 576250, 150000, 577500)",05CZ2_20
"(145000, 575000, 146000, 576250)",05CZ2_21
"(146000, 575000, 147000, 576250)",05CZ2_22
"(147000, 575000, 148000, 576250)",05CZ2_23
